battle_time,map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
20260313T070345.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,BELLE,FRANK,GRIFF,KENJI,POCO,CHESTER,Marksman,Tank,Controller,Assassin,Support,Damage Dealer,Epic,Epic,Epic,Legendary,Rare,Legendary
20260313T070026.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,BO,SHELLY,MANDY,POCO,CHESTER,KENJI,Controller,Damage Dealer,Marksman,Support,Damage Dealer,Assassin,Epic,Common,Epic,Rare,Legendary,Legendary
20260313T065841.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,BIBI,COLT,CROW,POCO,CHESTER,KENJI,Tank,Damage Dealer,Assassin,Support,Damage Dealer,Assassin,Epic,Rare,Legendary,Rare,Legendary,Legendary
20260313T065608.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,SPIKE,DYNAMIKE,RICO,POCO,KENJI,CHESTER,Damage Dealer,Artillery,Damage Dealer,Support,Assassin,Damage Dealer,Legendary,Super Rare,Super Rare,Rare,Legendary,Legendary
20260313T065348.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,SIRIUS,BULL,MORTIS,CROW,MORTIS,DYNAMIKE,Unknown,Tank,Assassin,Assassin,Assassin,Artillery,Ultra Legendary,Rare,Mythic,Legendary,Mythic,Super Rare
20260313T065223.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,BULL,CROW,RICO,GRIFF,RICO,BIBI,Tank,Assassin,Damage Dealer,Controller,Damage Dealer,Tank,Rare,Legendary,Super Rare,Epic,Super Rare,Epic
20260313T064903.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,RICO,MORTIS,CROW,SIRIUS,KIT,RICO,Damage Dealer,Assassin,Assassin,Unknown,Support,Damage Dealer,Super Rare,Mythic,Legendary,Ultra Legendary,Legendary,Super Rare
20260313T064559.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,RICO,CROW,KENJI,CROW,KENJI,SHELLY,Damage Dealer,Assassin,Assassin,Assassin,Assassin,Damage Dealer,Super Rare,Legendary,Legendary,Legendary,Legendary,Common
20260313T012216.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,SIRIUS,CROW,RICO,GRIFF,RICO,CHESTER,Unknown,Assassin,Damage Dealer,Controller,Damage Dealer,Damage Dealer,Ultra Legendary,Legendary,Super Rare,Epic,Super Rare,Legendary
20260313T010137.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,True,COLT,CROW,RICO,COLT,MORTIS,RICO,Damage Dealer,Assassin,Damage Dealer,Damage Dealer,Assassin,Damage Dealer,Rare,Legendary,Super Rare,Rare,Mythic,Super Rare
20260313T005949.000Z,Pinhole Punt,Brawl Ball,Grassfield,brawlBall,False,RICO,MORTIS,SPIKE,GRIFF,AMBER,BULL,Damage Dealer,Assassin,Damage Dealer,Controller,Controller,Tank,Super Rare,Mythic,Legendary,Epic,Legendary,Rare
20260312T223120.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,True,TICK,ANGELO,MANDY,MANDY,COLT,PIPER,Artillery,Marksman,Marksman,Marksman,Damage Dealer,Marksman,Super Rare,Epic,Epic,Epic,Rare,Epic
20260312T222912.000Z,Flowing Springs,Knockout,Rumblejungle,knockout,False,SPROUT,MANDY,PIERCE,TICK,ANGELO,MANDY,Artillery,Marksman,Unknown,Artillery,Marksman,Marksman,Mythic,Epic,Legendary,Super Rare,Epic,Epic
20260313T220318.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,RICO,CHESTER,BUZZ,SURGE,RICO,KENJI,Damage Dealer,Damage Dealer,Assassin,Damage Dealer,Damage Dealer,Assassin,Super Rare,Legendary,Mythic,Legendary,Super Rare,Legendary
20260313T215806.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,RUFFS,EMZ,SHADE,EMZ,COLT,PIPER,Support,Controller,Assassin,Controller,Damage Dealer,Marksman,Mythic,Epic,Epic,Epic,Rare,Epic
20260313T215437.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,SHADE,KIT,BIBI,COLT,BULL,EMZ,Assassin,Support,Tank,Damage Dealer,Tank,Controller,Epic,Legendary,Epic,Rare,Rare,Epic
20260313T214736.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,RICO,SIRIUS,8-BIT,SHADE,BIBI,DYNAMIKE,Damage Dealer,Unknown,Damage Dealer,Assassin,Tank,Artillery,Super Rare,Ultra Legendary,Super Rare,Epic,Epic,Super Rare
20260313T214221.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,SHADE,DOUG,BROCK,EL PRIMO,GUS,NITA,Assassin,Support,Marksman,Tank,Support,Damage Dealer,Epic,Mythic,Rare,Rare,Super Rare,Rare
20260313T213845.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BIBI,RICO,COLT,BIBI,SPIKE,SHADE,Tank,Damage Dealer,Damage Dealer,Tank,Damage Dealer,Assassin,Epic,Super Rare,Rare,Epic,Legendary,Epic
20260313T160230.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EL PRIMO,ASH,COLT,EL PRIMO,LOLA,MEEPLE,Tank,Tank,Damage Dealer,Tank,Damage Dealer,Unknown,Rare,Epic,Rare,Rare,Epic,Epic
20260313T160128.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,ASH,SPIKE,RICO,SPIKE,CARL,SHADE,Tank,Damage Dealer,Damage Dealer,Damage Dealer,Damage Dealer,Assassin,Epic,Legendary,Super Rare,Legendary,Super Rare,Epic
20260313T155931.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,RICO,MICO,SURGE,BARLEY,COLETTE,JUJU,Damage Dealer,Assassin,Damage Dealer,Artillery,Damage Dealer,Artillery,Super Rare,Mythic,Legendary,Rare,Epic,Mythic
20260313T155843.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,MORTIS,KAZE,MICO,MORTIS,RICO,BIBI,Assassin,Unknown,Assassin,Assassin,Damage Dealer,Tank,Mythic,Ultra Legendary,Mythic,Mythic,Super Rare,Epic
20260313T155546.000Z,Opening Move,Knockout,Retropolis,knockout,True,COLT,SPROUT,CHESTER,PIPER,MICO,CARL,Damage Dealer,Artillery,Damage Dealer,Marksman,Assassin,Damage Dealer,Rare,Mythic,Legendary,Epic,Mythic,Super Rare
20260313T155318.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,EL PRIMO,PEARL,RICO,LEON,RICO,MICO,Tank,Damage Dealer,Damage Dealer,Assassin,Damage Dealer,Assassin,Rare,Epic,Super Rare,Legendary,Super Rare,Mythic
20260313T155014.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,JAE-YONG,TICK,MICO,GENE,PIERCE,JACKY,Unknown,Artillery,Assassin,Controller,Unknown,Tank,Mythic,Super Rare,Mythic,Mythic,Legendary,Super Rare
20260313T154907.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,False,MICO,EL PRIMO,MORTIS,SPIKE,MAX,MORTIS,Assassin,Tank,Assassin,Damage Dealer,Support,Assassin,Mythic,Rare,Mythic,Legendary,Mythic,Mythic
20260313T154549.000Z,H is for Holiday,Brawl Hockey,Airhockey,brawlBall,True,MORTIS,BIBI,FANG,CORDELIUS,GRAY,MICO,Assassin,Tank,Assassin,Assassin,Support,Assassin,Mythic,Epic,Mythic,Legendary,Mythic,Mythic
20260313T154233.000Z,Hyacinth House,Hot Zone,Madevilmanor,hotZone,True,BO,BROCK,BONNIE,MICO,COLT,KAZE,Controller,Marksman,Marksman,Assassin,Damage Dealer,Unknown,Epic,Rare,Epic,Mythic,Rare,Ultra Legendary
20260313T153951.000Z,Hyacinth House,Hot Zone,Madevilmanor,hotZone,False,EMZ,GROM,DARRYL,COLT,MICO,SURGE,Controller,Artillery,Tank,Damage Dealer,Assassin,Damage Dealer,Epic,Epic,Super Rare,Rare,Mythic,Legendary
20260313T153654.000Z,Watermelons,Bounty,Pyramidquest,bounty,False,MICO,ANGELO,DARRYL,DYNAMIKE,CROW,PENNY,Assassin,Marksman,Tank,Artillery,Assassin,Artillery,Mythic,Epic,Super Rare,Super Rare,Legendary,Super Rare
20260313T153317.000Z,Watermelons,Bounty,Pyramidquest,bounty,True,MICO,PIPER,MORTIS,AMBER,CARL,MICO,Assassin,Marksman,Assassin,Controller,Damage Dealer,Assassin,Mythic,Epic,Mythic,Legendary,Super Rare,Mythic
20260313T153124.000Z,,Unknown,Unknown,bounty,True,RICO,GROM,COLT,EVE,MICO,BULL,Damage Dealer,Artillery,Damage Dealer,Damage Dealer,Assassin,Tank,Super Rare,Epic,Rare,Mythic,Mythic,Rare
20260313T152758.000Z,Watermelons,Bounty,Pyramidquest,bounty,False,STU,BIBI,CROW,LEON,KIT,TICK,Assassin,Tank,Assassin,Assassin,Support,Artillery,Epic,Epic,Legendary,Legendary,Legendary,Super Rare
20260313T152546.000Z,Watermelons,Bounty,Pyramidquest,bounty,True,LEON,TICK,SHELLY,LILY,CROW,CLANCY,Assassin,Artillery,Damage Dealer,Assassin,Assassin,Damage Dealer,Legendary,Super Rare,Common,Mythic,Legendary,Mythic
20260313T152316.000Z,Watermelons,Bounty,Pyramidquest,bounty,True,BO,TICK,DOUG,RICO,DARRYL,KIT,Controller,Artillery,Support,Damage Dealer,Tank,Support,Epic,Super Rare,Mythic,Super Rare,Super Rare,Legendary
20260313T065232.000Z,Knockout Grounds,Brawl Arena,Iceislandshowdown,siege,False,KIT,EMZ,GRIFF,RICO,LEON,BULL,Support,Controller,Controller,Damage Dealer,Assassin,Tank,Legendary,Epic,Epic,Super Rare,Legendary,Rare
20260313T064844.000Z,Knockout Grounds,Brawl Arena,Iceislandshowdown,siege,True,GRIFF,EMZ,KIT,PENNY,COLT,MORTIS,Controller,Controller,Support,Artillery,Damage Dealer,Assassin,Epic,Epic,Legendary,Super Rare,Rare,Mythic
20260314T020113.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,PIPER,PIERCE,EMZ,DARRYL,BO,BULL,Marksman,Unknown,Controller,Tank,Controller,Tank,Epic,Legendary,Epic,Super Rare,Epic,Rare
20260314T012704.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,JANET,BULL,PIERCE,SHELLY,SIRIUS,GRIFF,Marksman,Tank,Unknown,Damage Dealer,Unknown,Controller,Mythic,Rare,Legendary,Common,Ultra Legendary,Epic
20260314T012014.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,PIERCE,JANET,BULL,BYRON,BULL,BIBI,Unknown,Marksman,Tank,Support,Tank,Tank,Legendary,Mythic,Rare,Mythic,Rare,Epic
20260314T011246.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,BIBI,SPIKE,CHESTER,JANET,BIBI,KIT,Tank,Damage Dealer,Damage Dealer,Marksman,Tank,Support,Epic,Legendary,Legendary,Mythic,Epic,Legendary
20260314T010809.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BIBI,KIT,JANET,BIBI,EMZ,TICK,Tank,Support,Marksman,Tank,Controller,Artillery,Epic,Legendary,Mythic,Epic,Epic,Super Rare
20260314T010243.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,KIT,BIBI,JANET,PENNY,COLT,PIPER,Support,Tank,Marksman,Artillery,Damage Dealer,Marksman,Legendary,Epic,Mythic,Super Rare,Rare,Epic
20260314T005619.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,BULL,SIRIUS,EMZ,BIBI,JANET,KIT,Tank,Unknown,Controller,Tank,Marksman,Support,Rare,Ultra Legendary,Epic,Epic,Mythic,Legendary
20260314T004930.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,ALLI,MORTIS,EMZ,PIPER,BROCK,BIBI,Unknown,Assassin,Controller,Marksman,Marksman,Tank,Mythic,Mythic,Epic,Epic,Rare,Epic
20260314T004233.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BIBI,PIPER,BROCK,SHELLY,EMZ,BIBI,Tank,Marksman,Marksman,Damage Dealer,Controller,Tank,Epic,Epic,Rare,Common,Epic,Epic
20260314T003636.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,SIRIUS,SPIKE,EMZ,BIBI,PIPER,PIERCE,Unknown,Damage Dealer,Controller,Tank,Marksman,Unknown,Ultra Legendary,Legendary,Epic,Epic,Epic,Legendary
20260314T002827.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,BIBI,PIPER,BULL,BIBI,EMZ,CORDELIUS,Tank,Marksman,Tank,Tank,Controller,Assassin,Epic,Epic,Rare,Epic,Epic,Legendary
20260314T002053.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BULL,PIPER,BIBI,BIBI,PENNY,SURGE,Tank,Marksman,Tank,Tank,Artillery,Damage Dealer,Rare,Epic,Epic,Epic,Super Rare,Legendary
20260314T001405.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,BIBI,BULL,PIPER,COLT,PIPER,BIBI,Tank,Tank,Marksman,Damage Dealer,Marksman,Tank,Epic,Rare,Epic,Rare,Epic,Epic
20260314T000710.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,PIPER,EMZ,BULL,BULL,BIBI,PIPER,Marksman,Controller,Tank,Tank,Tank,Marksman,Epic,Epic,Rare,Rare,Epic,Epic
20260314T000144.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,PENNY,COLT,BIBI,BULL,PIPER,BIBI,Artillery,Damage Dealer,Tank,Tank,Marksman,Tank,Super Rare,Rare,Epic,Rare,Epic,Epic
20260313T235634.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,BYRON,BIBI,EMZ,BIBI,BULL,PIPER,Support,Tank,Controller,Tank,Tank,Marksman,Mythic,Epic,Epic,Epic,Rare,Epic
20260313T235134.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,PIPER,BULL,BIBI,CROW,BIBI,MAX,Marksman,Tank,Tank,Assassin,Tank,Support,Epic,Rare,Epic,Legendary,Epic,Mythic
20260313T234436.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,LEON,COLT,MORTIS,BIBI,PIPER,CHESTER,Assassin,Damage Dealer,Assassin,Tank,Marksman,Damage Dealer,Legendary,Rare,Mythic,Epic,Epic,Legendary
20260313T234019.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,CHESTER,PIPER,BIBI,TICK,BULL,PENNY,Damage Dealer,Marksman,Tank,Artillery,Tank,Artillery,Legendary,Epic,Epic,Super Rare,Rare,Super Rare
20260313T233443.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,EMZ,COLT,MORTIS,CHESTER,PIPER,BIBI,Controller,Damage Dealer,Assassin,Damage Dealer,Marksman,Tank,Epic,Rare,Mythic,Legendary,Epic,Epic
20260313T233029.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,GRIFF,BIBI,CROW,BIBI,CHESTER,PIPER,Controller,Tank,Assassin,Tank,Damage Dealer,Marksman,Epic,Epic,Legendary,Epic,Legendary,Epic
20260313T232448.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,BIBI,COLT,CROW,CROW,BIBI,PIPER,Tank,Damage Dealer,Assassin,Assassin,Tank,Marksman,Epic,Rare,Legendary,Legendary,Epic,Epic
20260313T231829.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,COLETTE,BIBI,CROW,CROW,GALE,BIBI,Damage Dealer,Tank,Assassin,Assassin,Controller,Tank,Epic,Epic,Legendary,Legendary,Epic,Epic
20260313T230946.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,False,EMZ,COLT,EMZ,KIT,BIBI,JANET,Controller,Damage Dealer,Controller,Support,Tank,Marksman,Epic,Rare,Epic,Legendary,Epic,Mythic
20260313T225952.000Z,The Smackdome,Brawl Arena,Mortuaryislandshowdown,siege,True,COLT,RICO,BIBI,CHESTER,MORTIS,BIBI,Damage Dealer,Damage Dealer,Tank,Damage Dealer,Assassin,Tank,Rare,Super Rare,Epic,Legendary,Mythic,Epic
20260314T015910.000Z,Deep End,Knockout,Pyramidquest,knockout,True,PIPER,MANDY,BYRON,PIPER,NANI,EVE,Marksman,Marksman,Support,Marksman,Marksman,Damage Dealer,Epic,Epic,Mythic,Epic,Epic,Mythic
20260314T015535.000Z,Slippery Slap,Brawl Hockey,Airhockey,brawlBall,True,BIBI,BYRON,LOU,TICK,BIBI,BULL,Tank,Support,Controller,Artillery,Tank,Tank,Epic,Mythic,Mythic,Super Rare,Epic,Rare
20260313T214800.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,SURGE,RICO,BIBI,BUSTER,CARL,BIBI,Damage Dealer,Damage Dealer,Tank,Tank,Damage Dealer,Tank,Legendary,Super Rare,Epic,Mythic,Super Rare,Epic
20260313T214614.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,COLT,RICO,CHESTER,BUSTER,CARL,BULL,Damage Dealer,Damage Dealer,Damage Dealer,Tank,Damage Dealer,Tank,Rare,Super Rare,Legendary,Mythic,Super Rare,Rare
20260313T214238.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EDGAR,SURGE,KENJI,CROW,BUSTER,CARL,Assassin,Damage Dealer,Assassin,Assassin,Tank,Damage Dealer,Epic,Legendary,Legendary,Legendary,Mythic,Super Rare
20260313T213945.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BUSTER,CARL,MORTIS,BIBI,BROCK,COLT,Tank,Damage Dealer,Assassin,Tank,Marksman,Damage Dealer,Mythic,Super Rare,Mythic,Epic,Rare,Rare
20260313T213839.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,COLT,BIBI,RICO,BUSTER,CARL,BEA,Damage Dealer,Tank,Damage Dealer,Tank,Damage Dealer,Marksman,Rare,Epic,Super Rare,Mythic,Super Rare,Epic
20260313T213646.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BUSTER,CARL,CHESTER,BULL,OTIS,COLT,Tank,Damage Dealer,Damage Dealer,Tank,Controller,Damage Dealer,Mythic,Super Rare,Legendary,Rare,Mythic,Rare
20260313T213437.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,MORTIS,BULL,POCO,KIT,BUSTER,CARL,Assassin,Tank,Support,Support,Tank,Damage Dealer,Mythic,Rare,Rare,Legendary,Mythic,Super Rare
20260313T213323.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BUSTER,CARL,MORTIS,DOUG,OLLIE,EMZ,Tank,Damage Dealer,Assassin,Support,Unknown,Controller,Mythic,Super Rare,Mythic,Mythic,Mythic,Epic
20260311T011408.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,CROW,PENNY,SIRIUS,SIRIUS,PENNY,FRANK,Assassin,Artillery,Unknown,Unknown,Artillery,Tank,Legendary,Super Rare,Ultra Legendary,Ultra Legendary,Super Rare,Epic
20260311T011119.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,GRIFF,BIBI,RICO,SIRIUS,PENNY,FRANK,Controller,Tank,Damage Dealer,Unknown,Artillery,Tank,Epic,Epic,Super Rare,Ultra Legendary,Super Rare,Epic
20260311T010748.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,BO,PENNY,SPIKE,SIRIUS,KENJI,BIBI,Controller,Artillery,Damage Dealer,Unknown,Assassin,Tank,Epic,Super Rare,Legendary,Ultra Legendary,Legendary,Epic
20260311T010531.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,BO,PENNY,SPIKE,BIBI,BULL,MORTIS,Controller,Artillery,Damage Dealer,Tank,Tank,Assassin,Epic,Super Rare,Legendary,Epic,Rare,Mythic
20260311T010229.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,BO,PENNY,SPIKE,KENJI,ASH,BULL,Controller,Artillery,Damage Dealer,Assassin,Tank,Tank,Epic,Super Rare,Legendary,Legendary,Epic,Rare
20260311T005938.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,KENJI,TICK,PAM,BO,PENNY,SPIKE,Assassin,Artillery,Support,Controller,Artillery,Damage Dealer,Legendary,Super Rare,Epic,Epic,Super Rare,Legendary
20260311T005537.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,PENNY,COLT,BO,BO,BROCK,SHELLY,Artillery,Damage Dealer,Controller,Controller,Marksman,Damage Dealer,Super Rare,Rare,Epic,Epic,Rare,Common
20260311T005236.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,BO,PENNY,COLT,TICK,BO,ZIGGY,Controller,Artillery,Damage Dealer,Artillery,Controller,Unknown,Epic,Super Rare,Rare,Super Rare,Epic,Mythic
20260311T004902.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,BO,COLT,PENNY,MORTIS,CHESTER,CROW,Controller,Damage Dealer,Artillery,Assassin,Damage Dealer,Assassin,Epic,Rare,Super Rare,Mythic,Legendary,Legendary
20260311T004546.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,CROW,DYNAMIKE,SIRIUS,BO,COLT,PENNY,Assassin,Artillery,Unknown,Controller,Damage Dealer,Artillery,Legendary,Super Rare,Ultra Legendary,Epic,Rare,Super Rare
20260311T004344.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,FANG,SIRIUS,TICK,BO,PENNY,COLT,Assassin,Unknown,Artillery,Controller,Artillery,Damage Dealer,Mythic,Ultra Legendary,Super Rare,Epic,Super Rare,Rare
20260311T004107.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,JESSIE,LILY,CHUCK,BO,COLT,PENNY,Controller,Assassin,Damage Dealer,Controller,Damage Dealer,Artillery,Super Rare,Mythic,Mythic,Epic,Rare,Super Rare
20260311T003813.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,CHESTER,SIRIUS,TICK,BO,SIRIUS,PENNY,Damage Dealer,Unknown,Artillery,Controller,Unknown,Artillery,Legendary,Ultra Legendary,Super Rare,Epic,Ultra Legendary,Super Rare
20260311T003608.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,MAISIE,RICO,TRUNK,PENNY,SIRIUS,BO,Marksman,Damage Dealer,Unknown,Artillery,Unknown,Controller,Epic,Super Rare,Epic,Super Rare,Ultra Legendary,Epic
20260311T003355.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,BO,SIRIUS,PENNY,SURGE,SQUEAK,PIERCE,Controller,Unknown,Artillery,Damage Dealer,Controller,Unknown,Epic,Ultra Legendary,Super Rare,Legendary,Mythic,Legendary
20260311T002915.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,BIBI,BROCK,BO,BO,PENNY,SIRIUS,Tank,Marksman,Controller,Controller,Artillery,Unknown,Epic,Rare,Epic,Epic,Super Rare,Ultra Legendary
20260311T002640.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,BIBI,BO,PENNY,BO,PENNY,SIRIUS,Tank,Controller,Artillery,Controller,Artillery,Unknown,Epic,Epic,Super Rare,Epic,Super Rare,Ultra Legendary
20260311T002318.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,PENNY,SIRIUS,BO,BO,BARLEY,SIRIUS,Artillery,Unknown,Controller,Controller,Artillery,Unknown,Super Rare,Ultra Legendary,Epic,Epic,Rare,Ultra Legendary
20260311T002110.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,SIRIUS,BO,PENNY,LUMI,MEEPLE,CROW,Unknown,Controller,Artillery,Damage Dealer,Unknown,Assassin,Ultra Legendary,Epic,Super Rare,Mythic,Epic,Legendary
20260311T001722.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,SIRIUS,POCO,BIBI,SIRIUS,PENNY,BO,Unknown,Support,Tank,Unknown,Artillery,Controller,Ultra Legendary,Rare,Epic,Ultra Legendary,Super Rare,Epic
20260311T001350.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,True,PENNY,SIRIUS,BO,CROW,DOUG,SHADE,Artillery,Unknown,Controller,Assassin,Support,Assassin,Super Rare,Ultra Legendary,Epic,Legendary,Mythic,Epic
20260311T001113.000Z,Dueling Beetles,Hot Zone,Rumblejungle,hotZone,False,BUZZ,BO,PENNY,BO,SIRIUS,PENNY,Assassin,Controller,Artillery,Controller,Unknown,Artillery,Mythic,Epic,Super Rare,Epic,Ultra Legendary,Super Rare
20260311T000635.000Z,Beach Ball,Brawl Ball,Stuntshowbb,brawlBall,False,BIBI,SIRIUS,BO,COLT,BIBI,SIRIUS,Tank,Unknown,Controller,Damage Dealer,Tank,Unknown,Epic,Ultra Legendary,Epic,Rare,Epic,Ultra Legendary
20260311T000410.000Z,Beach Ball,Brawl Ball,Stuntshowbb,brawlBall,False,BIBI,SIRIUS,LILY,BIBI,SIRIUS,CORDELIUS,Tank,Unknown,Assassin,Tank,Unknown,Assassin,Epic,Ultra Legendary,Mythic,Epic,Ultra Legendary,Legendary
20260310T221011.000Z,Beach Ball,Brawl Ball,Stuntshowbb,brawlBall,True,CROW,HANK,SPIKE,CORDELIUS,SIRIUS,COLT,Assassin,Tank,Damage Dealer,Assassin,Unknown,Damage Dealer,Legendary,Epic,Legendary,Legendary,Ultra Legendary,Rare
20260314T015552.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,POCO,SHELLY,RICO,POCO,RICO,MORTIS,Support,Damage Dealer,Damage Dealer,Support,Damage Dealer,Assassin,Rare,Common,Super Rare,Rare,Super Rare,Mythic
20260313T220500.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,BULL,CHESTER,EMZ,CORDELIUS,BIBI,BULL,Tank,Damage Dealer,Controller,Assassin,Tank,Tank,Rare,Legendary,Epic,Legendary,Epic,Rare
20260313T220156.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,False,EMZ,SPIKE,BIBI,BULL,EMZ,CHESTER,Controller,Damage Dealer,Tank,Tank,Controller,Damage Dealer,Epic,Legendary,Epic,Rare,Epic,Legendary
20260313T215848.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BULL,CHESTER,EMZ,COLT,BIBI,RICO,Tank,Damage Dealer,Controller,Damage Dealer,Tank,Damage Dealer,Rare,Legendary,Epic,Rare,Epic,Super Rare
20260313T215453.000Z,Singed Earth,Brawl Ball,Bbarena,brawlBall,True,BULL,CHESTER,EMZ,SIRIUS,BIBI,COLT,Tank,Damage Dealer,Controller,Unknown,Tank,Damage Dealer,Rare,Legendary,Epic,Ultra Legendary,Epic,Rare
20260313T215112.000Z,Opening Move,Knockout,Retropolis,knockout,True,SPIKE,PIPER,BROCK,CHESTER,GRAY,DOUG,Damage Dealer,Marksman,Marksman,Damage Dealer,Support,Support,Legendary,Epic,Rare,Legendary,Mythic,Mythic
